content_signature,canonical_name,selected_file_id,duplicate_count,all_file_ids,original_names,original_urls,file_types
"lumikot kirjoittaa|preentation,video",Lumikot kirjoittaa.mp4,1wYlniIHClaZHWIPBrcNOhRgQUvFNVqta,2,1wYlniIHClaZHWIPBrcNOhRgQUvFNVqta | 1wYlniIHClaZHWIPBrcNOhRgQUvFNVqta,Lumikot kirjoittaa.mp4 | Lumikot kirjoittaa.mp4Video,https://drive.google.com/file/d/1wYlniIHClaZHWIPBrcNOhRgQUvFNVqta/view?usp=drivesdk | https://drive.google.com/file/d/1wYlniIHClaZHWIPBrcNOhRgQUvFNVqta/view?usp=drivesdk,video | preentation
"lue hanna on sairas teksti ja kysymykset 1|pdf,preentation",Lue Hanna on sairas TEKSTI JA KYSYMYKSET (1).pdf,1ZdFNUXuQ2jDxzNgOGV6btBCFmgvJex3H,2,1ZdFNUXuQ2jDxzNgOGV6btBCFmgvJex3H | 1ZdFNUXuQ2jDxzNgOGV6btBCFmgvJex3H,Lue Hanna on sairas TEKSTI JA KYSYMYKSET (1).pdf | Lue Hanna on sairas TEKSTI JA KYSYMYKSET (1).pdfPDF,https://drive.google.com/file/d/1ZdFNUXuQ2jDxzNgOGV6btBCFmgvJex3H/view?usp=drivesdk | https://drive.google.com/file/d/1ZdFNUXuQ2jDxzNgOGV6btBCFmgvJex3H/view?usp=drivesdk,pdf | preentation
"lumikot lukee ja kuuntelee 2|preentation,video",Lumikot lukee ja kuuntelee 2.mp4,1l5CYlWQNuj7v01njGWFzLQ29BgKcas7L,2,1l5CYlWQNuj7v01njGWFzLQ29BgKcas7L | 1l5CYlWQNuj7v01njGWFzLQ29BgKcas7L,Lumikot lukee ja kuuntelee 2.mp4 | Lumikot lukee ja kuuntelee 2.mp4Video,https://drive.google.com/file/d/1l5CYlWQNuj7v01njGWFzLQ29BgKcas7L/view?usp=drivesdk | https://drive.google.com/file/d/1l5CYlWQNuj7v01njGWFzLQ29BgKcas7L/view?usp=drivesdk,video | preentation
"lue viestejä ja kysymykset 1|pdf,preentation",Lue Viestejä ja KYSYMYKSET (1).pdf,1LA9bMYkxSJbD2g0SxWZzR6Pi6rE4xX-u,2,1LA9bMYkxSJbD2g0SxWZzR6Pi6rE4xX-u | 1LA9bMYkxSJbD2g0SxWZzR6Pi6rE4xX-u,Lue Viestejä ja KYSYMYKSET (1).pdf | Lue Viestejä ja KYSYMYKSET (1).pdfPDF,https://drive.google.com/file/d/1LA9bMYkxSJbD2g0SxWZzR6Pi6rE4xX-u/view?usp=drivesdk | https://drive.google.com/file/d/1LA9bMYkxSJbD2g0SxWZzR6Pi6rE4xX-u/view?usp=drivesdk,pdf | preentation
"lumikot lukee ja kuuntelee1|preentation,video",Lumikot lukee ja kuuntelee1.mp4,1JREStd5Z1PBSGiiFYof92J37OkKeEURR,2,1JREStd5Z1PBSGiiFYof92J37OkKeEURR | 1JREStd5Z1PBSGiiFYof92J37OkKeEURR,Lumikot lukee ja kuuntelee1.mp4 | Lumikot lukee ja kuuntelee1.mp4Video,https://drive.google.com/file/d/1JREStd5Z1PBSGiiFYof92J37OkKeEURR/view?usp=drivesdk | https://drive.google.com/file/d/1JREStd5Z1PBSGiiFYof92J37OkKeEURR/view?usp=drivesdk,video | preentation
httpsdocsgooglecomspreadsheetsd1ato_moijp2wltm2wqcatvn9ll8kk0u22l1xjgoanavoedituspsharing|preadheet,https://docs.google.com/spreadsheets/d/1ato_MOijP2wltM2WQCATVn9ll8KK0u22L1xJgoanavo/edit?usp=sharing,1ato_MOijP2wltM2WQCATVn9ll8KK0u22L1xJgoanavo,2,1ato_MOijP2wltM2WQCATVn9ll8KK0u22L1xJgoanavo | 1ato_MOijP2wltM2WQCATVn9ll8KK0u22L1xJgoanavo,https://docs.google.com/spreadsheets/d/1ato_MOijP2wltM2WQCATVn9ll8KK0u22L1xJgoanavo/edit?usp=sharing | https://docs.google.com/spreadsheets/d/1ato_MOijP2wltM2WQCATVn9ll8KK0u22L1xJgoanavo/edit?usp=sharing,https://docs.google.com/spreadsheets/d/1ato_MOijP2wltM2WQCATVn9ll8KK0u22L1xJgoanavo/edit?usp=sharing | https://docs.google.com/spreadsheets/d/1ato_MOijP2wltM2WQCATVn9ll8KK0u22L1xJgoanavo/edit?usp=sharing,preadheet
"lue hanna on sairas sanasto|pdf,preentation",Lue Hanna on sairas SANASTO.pdf,1u-G_ldPokVoKbLhmcDb14itMlKGnxIyo,2,1u-G_ldPokVoKbLhmcDb14itMlKGnxIyo | 1u-G_ldPokVoKbLhmcDb14itMlKGnxIyo,Lue Hanna on sairas SANASTO.pdf | Lue Hanna on sairas SANASTO.pdfPDF,https://drive.google.com/file/d/1u-G_ldPokVoKbLhmcDb14itMlKGnxIyo/view?usp=drivesdk | https://drive.google.com/file/d/1u-G_ldPokVoKbLhmcDb14itMlKGnxIyo/view?usp=drivesdk,pdf | preentation
"04b liikenne - google docs|google doc?,pdf,preentation",04B. Liikenne - Google Docs.pdf,1JBZzjZpyT9GWDJXjngZtWJBZ5UiLPwkk,2,1JBZzjZpyT9GWDJXjngZtWJBZ5UiLPwkk | 1JBZzjZpyT9GWDJXjngZtWJBZ5UiLPwkk,04B. Liikenne - Google Docs.pdf | 04B. Liikenne - Google Docs.pdfPDF,https://drive.google.com/file/d/1JBZzjZpyT9GWDJXjngZtWJBZ5UiLPwkk/view?usp=drivesdk | https://drive.google.com/file/d/1JBZzjZpyT9GWDJXjngZtWJBZ5UiLPwkk/view?usp=drivesdk,pdf | google doc? | preentation
"verbityyppi 6 muuta lumikot|document,google doc?,preentation","Verbityyppi 6 + muuta, lumikot",1-EVLmd_67meuv56uAREg_CPoV1xymLhOFFghuO-qwOM,2,1-EVLmd_67meuv56uAREg_CPoV1xymLhOFFghuO-qwOM | 1-EVLmd_67meuv56uAREg_CPoV1xymLhOFFghuO-qwOM,"Verbityyppi 6 + muuta, lumikot | Verbityyppi 6 + muuta, lumikot",https://docs.google.com/document/d/1-EVLmd_67meuv56uAREg_CPoV1xymLhOFFghuO-qwOM/edit?usp=drivesdk | https://docs.google.com/document/d/1-EVLmd_67meuv56uAREg_CPoV1xymLhOFFghuO-qwOM/edit?usp=drivesdk,google doc? | preentation | document
"verbityyppi 6 muuta lumikot|document,google doc?,google docs,preentation","Verbityyppi 6 + muuta, lumikot",1-EVLmd_67meuv56uAREg_CPoV1xymLhOFFghuO-qwOM,2,1-EVLmd_67meuv56uAREg_CPoV1xymLhOFFghuO-qwOM | 1-EVLmd_67meuv56uAREg_CPoV1xymLhOFFghuO-qwOM,"Verbityyppi 6 + muuta, lumikotGoogle Docs | Verbityyppi 6 + muuta, lumikotGoogle Docs",https://docs.google.com/document/d/1-EVLmd_67meuv56uAREg_CPoV1xymLhOFFghuO-qwOM/edit?usp=drivesdk | https://docs.google.com/document/d/1-EVLmd_67meuv56uAREg_CPoV1xymLhOFFghuO-qwOM/edit?usp=drivesdk,google docs | google doc? | preentation | document
"luento34vt6|pdf,preentation",luento34vt6.pdf,1Tb8T-MeADLyE0n4svJpVrk5h3hQErk48,4,1Tb8T-MeADLyE0n4svJpVrk5h3hQErk48 | 1Tb8T-MeADLyE0n4svJpVrk5h3hQErk48 | 16WGIA9L7AnQUPayzsP7QRGmyGL6eGETT | 16WGIA9L7AnQUPayzsP7QRGmyGL6eGETT,luento34vt6.pdf | luento34vt6.pdfPDF | luento34vt6.pdf | luento34vt6.pdfPDF,https://drive.google.com/file/d/1Tb8T-MeADLyE0n4svJpVrk5h3hQErk48/view?usp=drivesdk | https://drive.google.com/file/d/1Tb8T-MeADLyE0n4svJpVrk5h3hQErk48/view?usp=drivesdk | https://drive.google.com/file/d/16WGIA9L7AnQUPayzsP7QRGmyGL6eGETT/view?usp=drivesdk | https://drive.google.com/file/d/16WGIA9L7AnQUPayzsP7QRGmyGL6eGETT/view?usp=drivesdk,pdf | preentation
"kertauslumikot|preentation,video","kertaus,lumikot.mp4",14KCH8ujE2LbOI1C0n6-lzHoiAtoic8NH,2,14KCH8ujE2LbOI1C0n6-lzHoiAtoic8NH | 14KCH8ujE2LbOI1C0n6-lzHoiAtoic8NH,"kertaus,lumikot.mp4 | kertaus,lumikot.mp4Video",https://drive.google.com/file/d/14KCH8ujE2LbOI1C0n6-lzHoiAtoic8NH/view?usp=drivesdk | https://drive.google.com/file/d/14KCH8ujE2LbOI1C0n6-lzHoiAtoic8NH/view?usp=drivesdk,video | preentation
"verbejä lumikot|preentation,video","verbejä, lumikot.mp4",1T6wQ7WUdxqWI007cePZnDrPkPw5-M1cN,2,1T6wQ7WUdxqWI007cePZnDrPkPw5-M1cN | 1T6wQ7WUdxqWI007cePZnDrPkPw5-M1cN,"verbejä, lumikot.mp4 | verbejä, lumikot.mp4Video",https://drive.google.com/file/d/1T6wQ7WUdxqWI007cePZnDrPkPw5-M1cN/view?usp=drivesdk | https://drive.google.com/file/d/1T6wQ7WUdxqWI007cePZnDrPkPw5-M1cN/view?usp=drivesdk,video | preentation
"qaruoka|pdf,preentation",qaruoka.pdf,12GIXxPnYXvRhUuW2FBeyPQw45P8w_83N,2,12GIXxPnYXvRhUuW2FBeyPQw45P8w_83N | 12GIXxPnYXvRhUuW2FBeyPQw45P8w_83N,qaruoka.pdf | qaruoka.pdfPDF,https://drive.google.com/file/d/12GIXxPnYXvRhUuW2FBeyPQw45P8w_83N/view?usp=drivesdk | https://drive.google.com/file/d/12GIXxPnYXvRhUuW2FBeyPQw45P8w_83N/view?usp=drivesdk,pdf | preentation
"ruoka lumikot|preentation,video","ruoka, lumikot.mp4",1jSJChlk-E8pNs4ua6hPPKWbb-5FlgOZ9,2,1jSJChlk-E8pNs4ua6hPPKWbb-5FlgOZ9 | 1jSJChlk-E8pNs4ua6hPPKWbb-5FlgOZ9,"ruoka, lumikot.mp4 | ruoka, lumikot.mp4Video",https://drive.google.com/file/d/1jSJChlk-E8pNs4ua6hPPKWbb-5FlgOZ9/view?usp=drivesdk | https://drive.google.com/file/d/1jSJChlk-E8pNs4ua6hPPKWbb-5FlgOZ9/view?usp=drivesdk,video | preentation
"luento31objekti2|pdf,preentation",Luento31objekti2.pdf,1mqdNpU8fW_5xOi6n11GBtf7I8U45VaRc,2,1mqdNpU8fW_5xOi6n11GBtf7I8U45VaRc | 1mqdNpU8fW_5xOi6n11GBtf7I8U45VaRc,Luento31objekti2.pdf | Luento31objekti2.pdfPDF,https://drive.google.com/file/d/1mqdNpU8fW_5xOi6n11GBtf7I8U45VaRc/view?usp=drivesdk | https://drive.google.com/file/d/1mqdNpU8fW_5xOi6n11GBtf7I8U45VaRc/view?usp=drivesdk,pdf | preentation
"objektin sija kaikki|pdf,preentation",OBJEKTIN SIJA Kaikki.pdf,1yNUQWUHIeAExcBcDLYnhvzhE6rKFkvpC,2,1yNUQWUHIeAExcBcDLYnhvzhE6rKFkvpC | 1yNUQWUHIeAExcBcDLYnhvzhE6rKFkvpC,OBJEKTIN SIJA Kaikki.pdf | OBJEKTIN SIJA Kaikki.pdfPDF,https://drive.google.com/file/d/1yNUQWUHIeAExcBcDLYnhvzhE6rKFkvpC/view?usp=drivesdk | https://drive.google.com/file/d/1yNUQWUHIeAExcBcDLYnhvzhE6rKFkvpC/view?usp=drivesdk,pdf | preentation
"lumikot objekti 2|preentation,video",Lumikot Objekti 2.mp4,1bere9XL2kNPWwRUEG3lNBc-WJoAInWBL,2,1bere9XL2kNPWwRUEG3lNBc-WJoAInWBL | 1bere9XL2kNPWwRUEG3lNBc-WJoAInWBL,Lumikot Objekti 2.mp4 | Lumikot Objekti 2.mp4Video,https://drive.google.com/file/d/1bere9XL2kNPWwRUEG3lNBc-WJoAInWBL/view?usp=drivesdk | https://drive.google.com/file/d/1bere9XL2kNPWwRUEG3lNBc-WJoAInWBL/view?usp=drivesdk,video | preentation
"objekti 2 cl 1|pdf,preentation",Objekti 2 CL (1).pdf,1PzHZDKl6I94WpkdamaPLwLGVZPk3SlhQ,2,1PzHZDKl6I94WpkdamaPLwLGVZPk3SlhQ | 1PzHZDKl6I94WpkdamaPLwLGVZPk3SlhQ,Objekti 2 CL (1).pdf | Objekti 2 CL (1).pdfPDF,https://drive.google.com/file/d/1PzHZDKl6I94WpkdamaPLwLGVZPk3SlhQ/view?usp=drivesdk | https://drive.google.com/file/d/1PzHZDKl6I94WpkdamaPLwLGVZPk3SlhQ/view?usp=drivesdk,pdf | preentation
"viikko 8_ ruoka - google docs|google doc?,pdf,preentation",Viikko 8_ Ruoka - Google Docs.pdf,1HYHW6nQ8RDaEw0Wh_phJbt7NxaDxE9yn,2,1HYHW6nQ8RDaEw0Wh_phJbt7NxaDxE9yn | 1HYHW6nQ8RDaEw0Wh_phJbt7NxaDxE9yn,Viikko 8_ Ruoka - Google Docs.pdf | Viikko 8_ Ruoka - Google Docs.pdfPDF,https://drive.google.com/file/d/1HYHW6nQ8RDaEw0Wh_phJbt7NxaDxE9yn/view?usp=drivesdk | https://drive.google.com/file/d/1HYHW6nQ8RDaEw0Wh_phJbt7NxaDxE9yn/view?usp=drivesdk,pdf | google doc? | preentation
"luento34vt6 class|pdf,preentation",luento34vt6 CLASS.pdf,1rJTgeAyXgYm9Sdzhk_5xKf7H_9LFLpCk,2,1rJTgeAyXgYm9Sdzhk_5xKf7H_9LFLpCk | 1rJTgeAyXgYm9Sdzhk_5xKf7H_9LFLpCk,luento34vt6 CLASS.pdf | luento34vt6 CLASS.pdfPDF,https://drive.google.com/file/d/1rJTgeAyXgYm9Sdzhk_5xKf7H_9LFLpCk/view?usp=drivesdk | https://drive.google.com/file/d/1rJTgeAyXgYm9Sdzhk_5xKf7H_9LFLpCk/view?usp=drivesdk,pdf | preentation
"04a ulkonäkö|pdf,preentation",04A Ulkonäkö.pdf,1y5kYjYQ2o5P_D2VJQMO8mlO-JKfnDvv1,2,1y5kYjYQ2o5P_D2VJQMO8mlO-JKfnDvv1 | 1y5kYjYQ2o5P_D2VJQMO8mlO-JKfnDvv1,04A Ulkonäkö.pdf | 04A Ulkonäkö.pdfPDF,https://drive.google.com/file/d/1y5kYjYQ2o5P_D2VJQMO8mlO-JKfnDvv1/view?usp=drivesdk | https://drive.google.com/file/d/1y5kYjYQ2o5P_D2VJQMO8mlO-JKfnDvv1/view?usp=drivesdk,pdf | preentation
"luento30objekti1|pdf,preentation",Luento30objekti1.pdf,1QHa48a3lMgxYe7vXeNEIu3kDxB4sfh-Z,2,1QHa48a3lMgxYe7vXeNEIu3kDxB4sfh-Z | 1QHa48a3lMgxYe7vXeNEIu3kDxB4sfh-Z,Luento30objekti1.pdf | Luento30objekti1.pdfPDF,https://drive.google.com/file/d/1QHa48a3lMgxYe7vXeNEIu3kDxB4sfh-Z/view?usp=drivesdk | https://drive.google.com/file/d/1QHa48a3lMgxYe7vXeNEIu3kDxB4sfh-Z/view?usp=drivesdk,pdf | preentation
"tehtävät|pdf,preentation",tehtävät.pdf,15EDKPh5HRYndQaSThNd1bieIZNPloDEp,2,15EDKPh5HRYndQaSThNd1bieIZNPloDEp | 15EDKPh5HRYndQaSThNd1bieIZNPloDEp,tehtävät.pdf | tehtävät.pdfPDF,https://drive.google.com/file/d/15EDKPh5HRYndQaSThNd1bieIZNPloDEp/view?usp=drivesdk | https://drive.google.com/file/d/15EDKPh5HRYndQaSThNd1bieIZNPloDEp/view?usp=drivesdk,pdf | preentation
"lumikot objekti|preentation,video",Lumikot objekti.mp4,1k4043om363Mx8VUqfCyJQ5xEV2LHX1wb,2,1k4043om363Mx8VUqfCyJQ5xEV2LHX1wb | 1k4043om363Mx8VUqfCyJQ5xEV2LHX1wb,Lumikot objekti.mp4 | Lumikot objekti.mp4Video,https://drive.google.com/file/d/1k4043om363Mx8VUqfCyJQ5xEV2LHX1wb/view?usp=drivesdk | https://drive.google.com/file/d/1k4043om363Mx8VUqfCyJQ5xEV2LHX1wb/view?usp=drivesdk,video | preentation
"ainesanat ja monikon partitiivi|pdf,preentation",Ainesanat ja Monikon partitiivi.pdf,1a47rSsTiYfYjNBcCYlxmVSPDPRKXHHOk,4,1a47rSsTiYfYjNBcCYlxmVSPDPRKXHHOk | 1a47rSsTiYfYjNBcCYlxmVSPDPRKXHHOk | 1-dUPNru-2_5o4ihQ4wrpsu14B01zZ6zt | 1-dUPNru-2_5o4ihQ4wrpsu14B01zZ6zt,Ainesanat ja Monikon partitiivi.pdf | Ainesanat ja Monikon partitiivi.pdfPDF | Ainesanat ja Monikon partitiivi.pdf | Ainesanat ja Monikon partitiivi.pdfPDF,https://drive.google.com/file/d/1a47rSsTiYfYjNBcCYlxmVSPDPRKXHHOk/view?usp=drivesdk | https://drive.google.com/file/d/1a47rSsTiYfYjNBcCYlxmVSPDPRKXHHOk/view?usp=drivesdk | https://drive.google.com/file/d/1-dUPNru-2_5o4ihQ4wrpsu14B01zZ6zt/view?usp=drivesdk | https://drive.google.com/file/d/1-dUPNru-2_5o4ihQ4wrpsu14B01zZ6zt/view?usp=drivesdk,pdf | preentation
"t3 monikon partitiivi|pdf,preentation",T3 Monikon partitiivi.pdf,1fE4QGCkOsUqfyjnDn6DYxWQ543YK9qPN,2,1fE4QGCkOsUqfyjnDn6DYxWQ543YK9qPN | 1fE4QGCkOsUqfyjnDn6DYxWQ543YK9qPN,T3 Monikon partitiivi.pdf | T3 Monikon partitiivi.pdfPDF,https://drive.google.com/file/d/1fE4QGCkOsUqfyjnDn6DYxWQ543YK9qPN/view?usp=drivesdk | https://drive.google.com/file/d/1fE4QGCkOsUqfyjnDn6DYxWQ543YK9qPN/view?usp=drivesdk,pdf | preentation
"monikon partitiivi lumikot|preentation,video","monikon partitiivi, lumikot.mp4",1Mn0JtFnSOhJ9yXcQOWXHktaA8zjX933U,2,1Mn0JtFnSOhJ9yXcQOWXHktaA8zjX933U | 1Mn0JtFnSOhJ9yXcQOWXHktaA8zjX933U,"monikon partitiivi, lumikot.mp4 | monikon partitiivi, lumikot.mp4Video",https://drive.google.com/file/d/1Mn0JtFnSOhJ9yXcQOWXHktaA8zjX933U/view?usp=drivesdk | https://drive.google.com/file/d/1Mn0JtFnSOhJ9yXcQOWXHktaA8zjX933U/view?usp=drivesdk,video | preentation
"tehtävä 1_ kappalesanant vs ainesanat|pdf,preentation",Tehtävä 1_ Kappalesanant vs ainesanat.pdf,1vjbm9W8_Uajdi2R0mIR19_sIRqN2FA-P,2,1vjbm9W8_Uajdi2R0mIR19_sIRqN2FA-P | 1vjbm9W8_Uajdi2R0mIR19_sIRqN2FA-P,Tehtävä 1_ Kappalesanant vs ainesanat.pdf | Tehtävä 1_ Kappalesanant vs ainesanat.pdfPDF,https://drive.google.com/file/d/1vjbm9W8_Uajdi2R0mIR19_sIRqN2FA-P/view?usp=drivesdk | https://drive.google.com/file/d/1vjbm9W8_Uajdi2R0mIR19_sIRqN2FA-P/view?usp=drivesdk,pdf | preentation
"ainesana vai partitivii vai mitä ihmettä|pdf,preentation",ainesana vai partitivii vai mitä ihmettä.pdf,1MyRkKqXydAZ-WIy9Aw24VHtqtJX9HW6X,2,1MyRkKqXydAZ-WIy9Aw24VHtqtJX9HW6X | 1MyRkKqXydAZ-WIy9Aw24VHtqtJX9HW6X,ainesana vai partitivii vai mitä ihmettä.pdf | ainesana vai partitivii vai mitä ihmettä.pdfPDF,https://drive.google.com/file/d/1MyRkKqXydAZ-WIy9Aw24VHtqtJX9HW6X/view?usp=drivesdk | https://drive.google.com/file/d/1MyRkKqXydAZ-WIy9Aw24VHtqtJX9HW6X/view?usp=drivesdk,pdf | preentation
"ainesanojen partitiivi lumikot|preentation,video",Ainesanojen partitiivi Lumikot.mp4,1eBTD1w8Lkmpl_7R32eM-URa-oByRPSuC,2,1eBTD1w8Lkmpl_7R32eM-URa-oByRPSuC | 1eBTD1w8Lkmpl_7R32eM-URa-oByRPSuC,Ainesanojen partitiivi Lumikot.mp4 | Ainesanojen partitiivi Lumikot.mp4Video,https://drive.google.com/file/d/1eBTD1w8Lkmpl_7R32eM-URa-oByRPSuC/view?usp=drivesdk | https://drive.google.com/file/d/1eBTD1w8Lkmpl_7R32eM-URa-oByRPSuC/view?usp=drivesdk,video | preentation
"menneet lumikot|preentation,video",menneet lumikot.mp4,1rwz_xOtBdoAMfIrKTuQ7fKZ2TOA52y8H,2,1rwz_xOtBdoAMfIrKTuQ7fKZ2TOA52y8H | 1rwz_xOtBdoAMfIrKTuQ7fKZ2TOA52y8H,menneet lumikot.mp4 | menneet lumikot.mp4Video,https://drive.google.com/file/d/1rwz_xOtBdoAMfIrKTuQ7fKZ2TOA52y8H/view?usp=drivesdk | https://drive.google.com/file/d/1rwz_xOtBdoAMfIrKTuQ7fKZ2TOA52y8H/view?usp=drivesdk,video | preentation
"viikko 11_ muistellaan menneitä imperfekti - google docs|google doc?,pdf,preentation",Viikko 11_ Muistellaan menneitä (imperfekti) - Google Docs.pdf,1Ha9NZIu7h5OE1Y5CgRVdsWIk7POAC_Wf,2,1Ha9NZIu7h5OE1Y5CgRVdsWIk7POAC_Wf | 1Ha9NZIu7h5OE1Y5CgRVdsWIk7POAC_Wf,Viikko 11_ Muistellaan menneitä (imperfekti) - Google Docs.pdf | Viikko 11_ Muistellaan menneitä (imperfekti) - Google Docs.pdfPDF,https://drive.google.com/file/d/1Ha9NZIu7h5OE1Y5CgRVdsWIk7POAC_Wf/view?usp=drivesdk | https://drive.google.com/file/d/1Ha9NZIu7h5OE1Y5CgRVdsWIk7POAC_Wf/view?usp=drivesdk,pdf | google doc? | preentation
"29 monikon partitiivi class|pdf,preentation",29 Monikon partitiivi CLASS.pdf,1acEyBF54U6lNnGtsT0EwN2L5Xr9CLVoR,2,1acEyBF54U6lNnGtsT0EwN2L5Xr9CLVoR | 1acEyBF54U6lNnGtsT0EwN2L5Xr9CLVoR,29 Monikon partitiivi CLASS.pdf | 29 Monikon partitiivi CLASS.pdfPDF,https://drive.google.com/file/d/1acEyBF54U6lNnGtsT0EwN2L5Xr9CLVoR/view?usp=drivesdk | https://drive.google.com/file/d/1acEyBF54U6lNnGtsT0EwN2L5Xr9CLVoR/view?usp=drivesdk,pdf | preentation
"objekti 1 cl|pdf,preentation",Objekti 1 CL.pdf,1NkpE55Q7o2gAMFPZYMiFnenxa0ho8Tqu,2,1NkpE55Q7o2gAMFPZYMiFnenxa0ho8Tqu | 1NkpE55Q7o2gAMFPZYMiFnenxa0ho8Tqu,Objekti 1 CL.pdf | Objekti 1 CL.pdfPDF,https://drive.google.com/file/d/1NkpE55Q7o2gAMFPZYMiFnenxa0ho8Tqu/view?usp=drivesdk | https://drive.google.com/file/d/1NkpE55Q7o2gAMFPZYMiFnenxa0ho8Tqu/view?usp=drivesdk,pdf | preentation
"03b kaupat - google docs|google doc?,pdf,preentation",03B. Kaupat - Google Docs.pdf,1aXbBTKcU_TF0NsAuQ0BVbu6cyo0b67O2,2,1aXbBTKcU_TF0NsAuQ0BVbu6cyo0b67O2 | 1aXbBTKcU_TF0NsAuQ0BVbu6cyo0b67O2,03B. Kaupat - Google Docs.pdf | 03B. Kaupat - Google Docs.pdfPDF,https://drive.google.com/file/d/1aXbBTKcU_TF0NsAuQ0BVbu6cyo0b67O2/view?usp=drivesdk | https://drive.google.com/file/d/1aXbBTKcU_TF0NsAuQ0BVbu6cyo0b67O2/view?usp=drivesdk,pdf | google doc? | preentation
"imperfekti 2 lumikot|preentation,video","imperfekti 2, lumikot.mp4",1nqXe-onepjIQnLW8YALJqVTXmvfC5KEg,2,1nqXe-onepjIQnLW8YALJqVTXmvfC5KEg | 1nqXe-onepjIQnLW8YALJqVTXmvfC5KEg,"imperfekti 2, lumikot.mp4 | imperfekti 2, lumikot.mp4Video",https://drive.google.com/file/d/1nqXe-onepjIQnLW8YALJqVTXmvfC5KEg/view?usp=drivesdk | https://drive.google.com/file/d/1nqXe-onepjIQnLW8YALJqVTXmvfC5KEg/view?usp=drivesdk,video | preentation
"vapaa-aika ja konditionaali lumikot|preentation,video","vapaa-aika ja konditionaali, lumikot.mp4",1UvbaguHoUUGxFAtBDQtbdWZHAijzgfSs,2,1UvbaguHoUUGxFAtBDQtbdWZHAijzgfSs | 1UvbaguHoUUGxFAtBDQtbdWZHAijzgfSs,"vapaa-aika ja konditionaali, lumikot.mp4 | vapaa-aika ja konditionaali, lumikot.mp4Video",https://drive.google.com/file/d/1UvbaguHoUUGxFAtBDQtbdWZHAijzgfSs/view?usp=drivesdk | https://drive.google.com/file/d/1UvbaguHoUUGxFAtBDQtbdWZHAijzgfSs/view?usp=drivesdk,video | preentation
"konditionaali class|pdf,preentation",Konditionaali CLASS.pdf,1RDqQFq6JfoWiSK-VNKosIiMBIbhmpmkN,4,1RDqQFq6JfoWiSK-VNKosIiMBIbhmpmkN | 1RDqQFq6JfoWiSK-VNKosIiMBIbhmpmkN | 1SbNc2TYYs0uNXd2wHeliIt-WKdW29duD | 1SbNc2TYYs0uNXd2wHeliIt-WKdW29duD,Konditionaali CLASS.pdf | Konditionaali CLASS.pdfPDF | Konditionaali CLASS.pdf | Konditionaali CLASS.pdfPDF,https://drive.google.com/file/d/1RDqQFq6JfoWiSK-VNKosIiMBIbhmpmkN/view?usp=drivesdk | https://drive.google.com/file/d/1RDqQFq6JfoWiSK-VNKosIiMBIbhmpmkN/view?usp=drivesdk | https://drive.google.com/file/d/1SbNc2TYYs0uNXd2wHeliIt-WKdW29duD/view?usp=drivesdk | https://drive.google.com/file/d/1SbNc2TYYs0uNXd2wHeliIt-WKdW29duD/view?usp=drivesdk,pdf | preentation
"27 konditionaali tehtävä1|pdf,preentation",27 Konditionaali tehtävä1.pdf,1yvapi3W5s668ShkqbdbdSAyGBGTZzsdM,2,1yvapi3W5s668ShkqbdbdSAyGBGTZzsdM | 1yvapi3W5s668ShkqbdbdSAyGBGTZzsdM,27 Konditionaali tehtävä1.pdf | 27 Konditionaali tehtävä1.pdfPDF,https://drive.google.com/file/d/1yvapi3W5s668ShkqbdbdSAyGBGTZzsdM/view?usp=drivesdk | https://drive.google.com/file/d/1yvapi3W5s668ShkqbdbdSAyGBGTZzsdM/view?usp=drivesdk,pdf | preentation
"27 konditionaali tehtävä2|pdf,preentation",27 konditionaali tehtävä2.pdf,1YRjDi7AjSxFyXdMrnIkhIe4A8FID0bqW,2,1YRjDi7AjSxFyXdMrnIkhIe4A8FID0bqW | 1YRjDi7AjSxFyXdMrnIkhIe4A8FID0bqW,27 konditionaali tehtävä2.pdf | 27 konditionaali tehtävä2.pdfPDF,https://drive.google.com/file/d/1YRjDi7AjSxFyXdMrnIkhIe4A8FID0bqW/view?usp=drivesdk | https://drive.google.com/file/d/1YRjDi7AjSxFyXdMrnIkhIe4A8FID0bqW/view?usp=drivesdk,pdf | preentation
"konditionaali lumikot|preentation,video","konditionaali, lumikot.mp4",1hWFcs4eR7YoPzx97kxwypM94fOqwY6pI,2,1hWFcs4eR7YoPzx97kxwypM94fOqwY6pI | 1hWFcs4eR7YoPzx97kxwypM94fOqwY6pI,"konditionaali, lumikot.mp4 | konditionaali, lumikot.mp4Video",https://drive.google.com/file/d/1hWFcs4eR7YoPzx97kxwypM94fOqwY6pI/view?usp=drivesdk | https://drive.google.com/file/d/1hWFcs4eR7YoPzx97kxwypM94fOqwY6pI/view?usp=drivesdk,video | preentation
